Year,County,PDI Number,PDI,Observed,Expected,"Risk Adjusted Rate Per 100,000 People",Difference in Rates
2014,Washington,PDI_15,Diabetes Short-term Complications,0,19.6,0,-19.6
2014,Wayne,PDI_15,Diabetes Short-term Complications,21.09,20.91,23,0.18
2014,Westchester,PDI_15,Diabetes Short-term Complications,13.73,22.36,14,-8.63
2014,Wyoming,PDI_15,Diabetes Short-term Complications,71.62,18.89,86.49,52.73
2014,Yates,PDI_15,Diabetes Short-term Complications,0,18.82,0,-18.82
2014,Statewide,PDI_16,Gastroenteritis,72.88,72.88,72.88,0
2014,Albany,PDI_16,Gastroenteritis,47.8,68.63,50.76,-20.83
2014,Allegany,PDI_16,Gastroenteritis,20.2,52.12,28.24,-31.92
2014,Bronx,PDI_16,Gastroenteritis,147.08,88.87,120.61,58.21
2014,Broome,PDI_16,Gastroenteritis,73.54,66.62,80.44,6.91
2014,Cattaraugus,PDI_16,Gastroenteritis,33.61,69.41,35.29,-35.8
2014,Cayuga,PDI_16,Gastroenteritis,24.65,60.19,29.85,-35.54
2014,Chautauqua,PDI_16,Gastroenteritis,28.58,65.16,31.97,-36.57
2014,Chemung,PDI_16,Gastroenteritis,46.47,68.66,49.33,-22.19
2014,Chenango,PDI_16,Gastroenteritis,9.43,54.96,12.5,-45.54
2014,Clinton,PDI_16,Gastroenteritis,39.74,56.43,51.32,-16.69
2014,Columbia,PDI_16,Gastroenteritis,34.22,63.34,39.37,-29.12
2014,Cortland,PDI_16,Gastroenteritis,40.08,59.42,49.15,-19.34
2014,Delaware,PDI_16,Gastroenteritis,11.34,56.11,14.73,-44.77
2014,Dutchess,PDI_16,Gastroenteritis,66.79,65.83,73.95,0.96
2014,Erie,PDI_16,Gastroenteritis,43.9,66.68,47.98,-22.78
2014,Essex,PDI_16,Gastroenteritis,28.79,52.72,39.8,-23.93
2014,Franklin,PDI_16,Gastroenteritis,29.12,78.65,26.98,-49.54
2014,Fulton,PDI_16,Gastroenteritis,87.02,56.54,112.16,30.47
2014,Genesee,PDI_16,Gastroenteritis,31.56,63.5,36.23,-31.93
2014,Greene,PDI_16,Gastroenteritis,22.33,60.13,27.07,-37.8
2014,Hamilton,PDI_16,Gastroenteritis,0,52.61,0,-52.61
2014,Herkimer,PDI_16,Gastroenteritis,14.63,55.06,19.36,-40.43
2014,Jefferson,PDI_16,Gastroenteritis,32.15,73.28,31.97,-41.14
2014,Kings,PDI_16,Gastroenteritis,82.99,78.05,77.49,4.94
2014,Lewis,PDI_16,Gastroenteritis,0,53.88,0,-53.88
2014,Livingston,PDI_16,Gastroenteritis,24.49,56.57,31.55,-32.08
2014,Madison,PDI_16,Gastroenteritis,41.03,55.26,54.11,-14.23
2014,Monroe,PDI_16,Gastroenteritis,43.16,71.17,44.19,-28.01
2014,Montgomery,PDI_16,Gastroenteritis,35.64,65.09,39.9,-29.46
2014,Nassau,PDI_16,Gastroenteritis,92.44,65.31,103.15,27.13
2014,New York,PDI_16,Gastroenteritis,63.79,84.83,54.81,-21.03
2014,Niagara,PDI_16,Gastroenteritis,34.19,68.59,36.33,-34.39
2014,Oneida,PDI_16,Gastroenteritis,32.56,64.82,36.61,-32.26
2014,Onondaga,PDI_16,Gastroenteritis,41.04,71.46,41.86,-30.42
2014,Ontario,PDI_16,Gastroenteritis,26.15,58.27,32.7,-32.12
2014,Orange,PDI_16,Gastroenteritis,44.19,70.28,45.82,-26.1
2014,Orleans,PDI_16,Gastroenteritis,79.14,61.2,94.24,17.94
2014,Oswego,PDI_16,Gastroenteritis,26.57,55.63,34.81,-29.06
2014,Otsego,PDI_16,Gastroenteritis,28.17,55.83,36.77,-27.66
2014,Putnam,PDI_16,Gastroenteritis,37.59,58.35,46.95,-20.77
2014,Queens,PDI_16,Gastroenteritis,101.84,82.65,89.81,19.2
2014,Rensselaer,PDI_16,Gastroenteritis,36.7,67.45,39.66,-30.74
2014,Richmond,PDI_16,Gastroenteritis,87.29,69.03,92.16,18.26
2014,Rockland,PDI_16,Gastroenteritis,56.98,65.88,63.03,-8.9
2014,St Lawrence,PDI_16,Gastroenteritis,43.2,57.24,55,-14.04
2014,Saratoga,PDI_16,Gastroenteritis,37.92,56.58,48.85,-18.66
2014,Schenectady,PDI_16,Gastroenteritis,38.31,79.21,35.25,-40.9
2014,Schoharie,PDI_16,Gastroenteritis,0,54.81,0,-54.81
2014,Schuyler,PDI_16,Gastroenteritis,0,54.43,0,-54.43
2014,Seneca,PDI_16,Gastroenteritis,27.84,58.8,34.5,-30.97
2014,Steuben,PDI_16,Gastroenteritis,36.36,56.1,47.23,-19.74
2014,Suffolk,PDI_16,Gastroenteritis,68.8,65.99,75.98,2.81
2014,Sullivan,PDI_16,Gastroenteritis,60.13,71.67,61.15,-11.54
2014,Tioga,PDI_16,Gastroenteritis,27.28,53.38,37.24,-26.11
2014,Tompkins,PDI_16,Gastroenteritis,12.29,70.96,12.62,-58.67
2014,Ulster,PDI_16,Gastroenteritis,78.94,66.69,86.27,12.25
2014,Warren,PDI_16,Gastroenteritis,71.34,56.06,92.75,15.28
2014,Washington,PDI_16,Gastroenteritis,63.59,55.34,83.74,8.25
2014,Wayne,PDI_16,Gastroenteritis,53.48,60.47,64.46,-6.99
2014,Westchester,PDI_16,Gastroenteritis,57.39,71.8,58.25,-14.41
2014,Wyoming,PDI_16,Gastroenteritis,12.44,52.91,17.14,-40.47
2014,Yates,PDI_16,Gastroenteritis,50.66,53.38,69.16,-2.72
2014,Statewide,PDI_18,Urinary Tract Infection,34.5,34.5,34.5,0
2014,Albany,PDI_18,Urinary Tract Infection,25.61,32.91,26.84,-7.31
2014,Allegany,PDI_18,Urinary Tract Infection,30.29,26.51,39.43,3.79
2014,Bronx,PDI_18,Urinary Tract Infection,53.95,40.08,46.44,13.87
2014,Broome,PDI_18,Urinary Tract Infection,44.65,32.69,47.13,11.96
2014,Cattaraugus,PDI_18,Urinary Tract Infection,16.8,35.12,16.51,-18.31
2014,Cayuga,PDI_18,Urinary Tract Infection,30.82,30.22,35.18,0.59
2014,Chautauqua,PDI_18,Urinary Tract Infection,32.16,32.16,34.49,-0.01
2014,Chemung,PDI_18,Urinary Tract Infection,61.96,33.4,64,28.56
2014,Chenango,PDI_18,Urinary Tract Infection,9.43,27.49,11.83,-18.06
2014,Clinton,PDI_18,Urinary Tract Infection,19.87,28.61,23.96,-8.74
2014,Columbia,PDI_18,Urinary Tract Infection,42.78,31.15,47.38,11.63
2014,Cortland,PDI_18,Urinary Tract Infection,20.04,29.92,23.11,-9.88
2014,Delaware,PDI_18,Urinary Tract Infection,22.68,28.59,27.38,-5.9
2014,Dutchess,PDI_18,Urinary Tract Infection,27.7,32.13,29.74,-4.43
2014,Erie,PDI_18,Urinary Tract Infection,21.15,31.76,22.98,-10.6
2014,Essex,PDI_18,Urinary Tract Infection,57.58,26.68,74.46,30.9
2014,Franklin,PDI_18,Urinary Tract Infection,9.71,39.33,8.52,-29.62
2014,Fulton,PDI_18,Urinary Tract Infection,60.91,28.49,73.76,32.42
2014,Genesee,PDI_18,Urinary Tract Infection,7.89,32.19,8.46,-24.3
2014,Greene,PDI_18,Urinary Tract Infection,22.33,30.04,25.64,-7.71
2014,Hamilton,PDI_18,Urinary Tract Infection,0,26.09,0,-26.09
2014,Herkimer,PDI_18,Urinary Tract Infection,21.94,28.16,26.88,-6.22
2014,Jefferson,PDI_18,Urinary Tract Infection,28.93,35.05,28.48,-6.11
2014,Kings,PDI_18,Urinary Tract Infection,36.22,34.99,35.71,1.23
2014,Lewis,PDI_18,Urinary Tract Infection,61.84,26.57,80.31,35.28
2014,Livingston,PDI_18,Urinary Tract Infection,8.16,28.75,9.8,-20.59
2014,Madison,PDI_18,Urinary Tract Infection,0,28.53,0,-28.53
2014,Monroe,PDI_18,Urinary Tract Infection,16.03,33.39,16.56,-17.36
2014,Montgomery,PDI_18,Urinary Tract Infection,35.64,31.81,38.65,3.83
2014,Nassau,PDI_18,Urinary Tract Infection,35.21,31.72,38.3,3.5
2014,New York,PDI_18,Urinary Tract Infection,28.71,40.08,24.71,-11.37
2014,Niagara,PDI_18,Urinary Tract Infection,11.4,33.64,11.69,-22.24
2014,Oneida,PDI_18,Urinary Tract Infection,42.73,31.66,46.56,11.07
2014,Onondaga,PDI_18,Urinary Tract Infection,20.52,34.2,20.7,-13.68
2014,Ontario,PDI_18,Urinary Tract Infection,8.72,29.1,10.34,-20.38
2014,Orange,PDI_18,Urinary Tract Infection,31.85,33.82,32.49,-1.97
2014,Orleans,PDI_18,Urinary Tract Infection,45.22,31.18,50.03,14.04
2014,Oswego,PDI_18,Urinary Tract Infection,22.78,28.09,27.97,-5.31
2014,Otsego,PDI_18,Urinary Tract Infection,18.78,28.49,22.74,-9.71
2014,Putnam,PDI_18,Urinary Tract Infection,9.4,29.17,11.11,-19.78
2014,Queens,PDI_18,Urinary Tract Infection,52.72,39.03,46.61,13.69
2014,Rensselaer,PDI_18,Urinary Tract Infection,24.47,32.76,25.77,-8.29
2014,Richmond,PDI_18,Urinary Tract Infection,43.64,33.02,45.6,10.62
2014,Rockland,PDI_18,Urinary Tract Infection,33.05,31.63,36.05,1.42
2014,St Lawrence,PDI_18,Urinary Tract Infection,38.88,28.48,47.09,10.4
2014,Saratoga,PDI_18,Urinary Tract Infection,10.53,28.31,12.84,-17.78
2014,Schenectady,PDI_18,Urinary Tract Infection,20.63,38.12,18.67,-17.49
2014,Schoharie,PDI_18,Urinary Tract Infection,16.71,28.35,20.34,-11.64
2014,Schuyler,PDI_18,Urinary Tract Infection,55.79,27.87,69.06,27.92
2014,Seneca,PDI_18,Urinary Tract Infection,13.92,29.01,16.55,-15.09
2014,Steuben,PDI_18,Urinary Tract Infection,4.54,28.19,5.56,-23.64
2014,Suffolk,PDI_18,Urinary Tract Infection,37.37,32.15,40.1,5.22
2014,Sullivan,PDI_18,Urinary Tract Infection,24.05,34.79,23.85,-10.73
2014,Tioga,PDI_18,Urinary Tract Infection,36.37,26.79,46.84,9.58
2014,Tompkins,PDI_18,Urinary Tract Infection,18.44,35.57,17.88,-17.14
2014,Ulster,PDI_18,Urinary Tract Infection,29.24,33.07,30.5,-3.84
2014,Warren,PDI_18,Urinary Tract Infection,23.78,28.24,29.05,-4.46
2014,Washington,PDI_18,Urinary Tract Infection,39.74,27.33,50.17,12.41
2014,Wayne,PDI_18,Urinary Tract Infection,38.9,30.27,44.32,8.62
2014,Westchester,PDI_18,Urinary Tract Infection,25.3,34.27,25.47,-8.97
2014,Wyoming,PDI_18,Urinary Tract Infection,0,26.59,0,-26.59
2014,Yates,PDI_18,Urinary Tract Infection,0,26.64,0,-26.64
2014,Statewide,PDI_90,Pediatric Quality Overall Composite,236.5,236.5,236.5,0
2014,Albany,PDI_90,Pediatric Quality Overall Composite,133.17,223,141.23,-89.83
2014,Allegany,PDI_90,Pediatric Quality Overall Composite,102.4,129.73,186.68,-27.33
2014,Bronx,PDI_90,Pediatric Quality Overall Composite,688.47,336.68,483.6,351.78
2014,Broome,PDI_90,Pediatric Quality Overall Composite,149.08,184.97,190.61,-35.89
2014,Cattaraugus,PDI_90,Pediatric Quality Overall Composite,49.77,173.19,67.96,-123.42
2014,Cayuga,PDI_90,Pediatric Quality Overall Composite,79.77,158.66,118.9,-78.9
2014,Chautauqua,PDI_90,Pediatric Quality Overall Composite,83.46,170.63,115.68,-87.16
2014,Chemung,PDI_90,Pediatric Quality Overall Composite,152.16,186.57,192.88,-34.41
2014,Chenango,PDI_90,Pediatric Quality Overall Composite,40.56,140.86,68.1,-100.3
2014,Clinton,PDI_90,Pediatric Quality Overall Composite,67.62,138.48,115.49,-70.86
2014,Columbia,PDI_90,Pediatric Quality Overall Composite,96.7,175.22,130.52,-78.52
2014,Cortland,PDI_90,Pediatric Quality Overall Composite,58.39,149.18,92.56,-90.8
2014,Delaware,PDI_90,Pediatric Quality Overall Composite,33.26,144.79,54.32,-111.53
2014,Dutchess,PDI_90,Pediatric Quality Overall Composite,199.91,203.12,232.76,-3.21
2014,Erie,PDI_90,Pediatric Quality Overall Composite,220.24,216.36,240.74,3.88
2014,Essex,PDI_90,Pediatric Quality Overall Composite,0,129.75,0,-129.75
2014,Franklin,PDI_90,Pediatric Quality Overall Composite,42.74,204.54,49.41,-161.81
2014,Fulton,PDI_90,Pediatric Quality Overall Composite,365.19,141.77,609.21,223.42
2014,Genesee,PDI_90,Pediatric Quality Overall Composite,57.11,165.72,81.5,-108.61
2014,Greene,PDI_90,Pediatric Quality Overall Composite,110.87,168.9,155.23,-58.04
2014,Hamilton,PDI_90,Pediatric Quality Overall Composite,0,130.4,0,-130.4
2014,Herkimer,PDI_90,Pediatric Quality Overall Composite,73.75,138.87,125.59,-65.13
2014,Jefferson,PDI_90,Pediatric Quality Overall Composite,86.57,196.03,104.44,-109.46
2014,Kings,PDI_90,Pediatric Quality Overall Composite,319.04,294.44,256.26,24.6
2014,Lewis,PDI_90,Pediatric Quality Overall Composite,114.57,135.12,200.54,-20.54
2014,Livingston,PDI_90,Pediatric Quality Overall Composite,58.15,142.42,96.57,-84.26
2014,Madison,PDI_90,Pediatric Quality Overall Composite,136.04,142.28,226.12,-6.24
2014,Monroe,PDI_90,Pediatric Quality Overall Composite,141.43,239.5,139.66,-98.07
2014,Montgomery,PDI_90,Pediatric Quality Overall Composite,118.61,171.84,163.24,-53.23
2014,Nassau,PDI_90,Pediatric Quality Overall Composite,190.94,205.61,219.63,-14.67
2014,New York,PDI_90,Pediatric Quality Overall Composite,304.63,267.88,268.94,36.75
2014,Niagara,PDI_90,Pediatric Quality Overall Composite,109.06,193.11,133.56,-84.05
2014,Oneida,PDI_90,Pediatric Quality Overall Composite,110.4,182.63,142.96,-72.24
2014,Onondaga,PDI_90,Pediatric Quality Overall Composite,122.8,221.67,131.01,-98.88
2014,Ontario,PDI_90,Pediatric Quality Overall Composite,24.76,156.7,37.37,-131.94
2014,Orange,PDI_90,Pediatric Quality Overall Composite,106.66,215.42,117.09,-108.77
2014,Orleans,PDI_90,Pediatric Quality Overall Composite,209.54,167.95,295.07,41.59
2014,Oswego,PDI_90,Pediatric Quality Overall Composite,71.65,138.17,122.63,-66.53
2014,Otsego,PDI_90,Pediatric Quality Overall Composite,119.06,146.21,192.58,-27.15
2014,Putnam,PDI_90,Pediatric Quality Overall Composite,103.79,159.98,153.43,-56.19
2014,Queens,PDI_90,Pediatric Quality Overall Composite,241.87,277.24,206.33,-35.37
2014,Rensselaer,PDI_90,Pediatric Quality Overall Composite,103.06,193.99,125.64,-90.93
2014,Richmond,PDI_90,Pediatric Quality Overall Composite,255.5,216.81,278.69,38.68
2014,Rockland,PDI_90,Pediatric Quality Overall Composite,81.87,197.18,98.19,-115.31
2014,St Lawrence,PDI_90,Pediatric Quality Overall Composite,127.76,139.54,216.53,-11.78
2014,Saratoga,PDI_90,Pediatric Quality Overall Composite,78.3,145.49,127.28,-67.19
2014,Schenectady,PDI_90,Pediatric Quality Overall Composite,138.18,247.07,132.27,-108.89
2014,Schoharie,PDI_90,Pediatric Quality Overall Composite,23.93,143.87,39.34,-119.94
2014,Schuyler,PDI_90,Pediatric Quality Overall Composite,118.58,138.47,202.52,-19.9
2014,Seneca,PDI_90,Pediatric Quality Overall Composite,61.11,148.21,97.52,-87.1
2014,Steuben,PDI_90,Pediatric Quality Overall Composite,52.75,141.74,88.02,-88.99
2014,Suffolk,PDI_90,Pediatric Quality Overall Composite,170.27,198.73,202.63,-28.46
2014,Sullivan,PDI_90,Pediatric Quality Overall Composite,132.18,210.9,148.23,-78.71
2014,Tioga,PDI_90,Pediatric Quality Overall Composite,118.13,133.84,208.73,-15.71
2014,Tompkins,PDI_90,Pediatric Quality Overall Composite,53.58,184.48,68.68,-130.91
2014,Ulster,PDI_90,Pediatric Quality Overall Composite,117.11,189.97,145.79,-72.87
2014,Warren,PDI_90,Pediatric Quality Overall Composite,67.93,140.31,114.49,-72.39
2014,Washington,PDI_90,Pediatric Quality Overall Composite,114.33,133.77,202.12,-19.45
2014,Wayne,PDI_90,Pediatric Quality Overall Composite,140.61,160.35,207.38,-19.74
2014,Westchester,PDI_90,Pediatric Quality Overall Composite,166.7,232.66,169.45,-65.97
2014,Wyoming,PDI_90,Pediatric Quality Overall Composite,71.62,125.96,134.48,-54.34
2014,Yates,PDI_90,Pediatric Quality Overall Composite,25.01,127.99,46.22,-102.98
2014,Statewide,PDI_91,Pediatric Quality Acute Composite,55.52,55.52,55.52,0
2014,Albany,PDI_91,Pediatric Quality Acute Composite,51.79,53.98,53.26,-2.2
2014,Allegany,PDI_91,Pediatric Quality Acute Composite,29.26,45.04,36.06,-15.78
2014,Bronx,PDI_91,Pediatric Quality Acute Composite,102.54,64.93,87.67,37.61
2014,Broome,PDI_91,Pediatric Quality Acute Composite,72.63,52.54,76.73,20.08
2014,Cattaraugus,PDI_91,Pediatric Quality Acute Composite,33.18,55.74,33.05,-22.56
2014,Cayuga,PDI_91,Pediatric Quality Acute Composite,44.31,49.89,49.31,-5.57
2014,Chautauqua,PDI_91,Pediatric Quality Acute Composite,20.87,51.71,22.4,-30.84
2014,Chemung,PDI_91,Pediatric Quality Acute Composite,98.9,53.41,102.8,45.49
2014,Chenango,PDI_91,Pediatric Quality Acute Composite,0,46.45,0,-46.45
2014,Clinton,PDI_91,Pediatric Quality Acute Composite,28.98,46.71,34.45,-17.72
2014,Columbia,PDI_91,Pediatric Quality Acute Composite,72.53,51.09,78.81,21.44
2014,Cortland,PDI_91,Pediatric Quality Acute Composite,29.19,48.66,33.31,-19.47
2014,Delaware,PDI_91,Pediatric Quality Acute Composite,16.63,47.17,19.57,-30.54
2014,Dutchess,PDI_91,Pediatric Quality Acute Composite,36.77,53.15,38.4,-16.38
2014,Erie,PDI_91,Pediatric Quality Acute Composite,32.12,52.55,33.93,-20.43
2014,Essex,PDI_91,Pediatric Quality Acute Composite,0,45.37,0,-45.37
2014,Franklin,PDI_91,Pediatric Quality Acute Composite,14.25,65.21,12.13,-50.97
2014,Fulton,PDI_91,Pediatric Quality Acute Composite,151.11,46.84,179.12,104.28
2014,Genesee,PDI_91,Pediatric Quality Acute Composite,22.84,51.8,24.48,-28.95
2014,Greene,PDI_91,Pediatric Quality Acute Composite,47.51,50.76,51.97,-3.25
2014,Hamilton,PDI_91,Pediatric Quality Acute Composite,0,43.49,0,-43.49
2014,Herkimer,PDI_91,Pediatric Quality Acute Composite,21.07,46.64,25.08,-25.57
2014,Jefferson,PDI_91,Pediatric Quality Acute Composite,35.65,54.1,36.58,-18.45
2014,Kings,PDI_91,Pediatric Quality Acute Composite,66.57,57.04,64.79,9.53
2014,Lewis,PDI_91,Pediatric Quality Acute Composite,68.74,44.57,85.63,24.18
2014,Livingston,PDI_91,Pediatric Quality Acute Composite,11.63,47.18,13.69,-35.55
2014,Madison,PDI_91,Pediatric Quality Acute Composite,38.87,47.39,45.53,-8.52
2014,Monroe,PDI_91,Pediatric Quality Acute Composite,34.23,54.89,34.63,-20.65
2014,Montgomery,PDI_91,Pediatric Quality Acute Composite,26.36,50.97,28.71,-24.61
2014,Nassau,PDI_91,Pediatric Quality Acute Composite,58.01,51.74,62.24,6.27
2014,New York,PDI_91,Pediatric Quality Acute Composite,57.75,60.51,52.98,-2.76
2014,Niagara,PDI_91,Pediatric Quality Acute Composite,23.13,53.69,23.92,-30.56
2014,Oneida,PDI_91,Pediatric Quality Acute Composite,41.77,51.3,45.2,-9.53
2014,Onondaga,PDI_91,Pediatric Quality Acute Composite,29.99,55.48,30,-25.5
2014,Ontario,PDI_91,Pediatric Quality Acute Composite,6.19,48.91,7.03,-42.72
2014,Orange,PDI_91,Pediatric Quality Acute Composite,33.05,54.69,33.55,-21.64
2014,Orleans,PDI_91,Pediatric Quality Acute Composite,96.71,51.99,103.28,44.73
2014,Oswego,PDI_91,Pediatric Quality Acute Composite,38.58,46.5,46.06,-7.92
2014,Otsego,PDI_91,Pediatric Quality Acute Composite,39.69,47.26,46.62,-7.57
2014,Putnam,PDI_91,Pediatric Quality Acute Composite,12.97,48.58,14.83,-35.61
2014,Queens,PDI_91,Pediatric Quality Acute Composite,68.6,60.93,62.5,7.67
2014,Rensselaer,PDI_91,Pediatric Quality Acute Composite,35.85,52.87,37.64,-17.02
2014,Richmond,PDI_91,Pediatric Quality Acute Composite,94.42,53.31,98.33,41.11
2014,Rockland,PDI_91,Pediatric Quality Acute Composite,32.41,50.77,35.43,-18.37
2014,St Lawrence,PDI_91,Pediatric Quality Acute Composite,63.88,47.39,74.84,16.49
2014,Saratoga,PDI_91,Pediatric Quality Acute Composite,18.07,47.16,21.27,-29.09
2014,Schenectady,PDI_91,Pediatric Quality Acute Composite,51.82,62.95,45.7,-11.13
2014,Schoharie,PDI_91,Pediatric Quality Acute Composite,23.93,48.49,27.39,-24.57
2014,Schuyler,PDI_91,Pediatric Quality Acute Composite,79.05,46.56,94.26,32.49
2014,Seneca,PDI_91,Pediatric Quality Acute Composite,40.74,48.06,47.07,-7.32
2014,Steuben,PDI_91,Pediatric Quality Acute Composite,13.19,46.72,15.67,-33.53
2014,Suffolk,PDI_91,Pediatric Quality Acute Composite,48.71,52.38,51.63,-3.67
2014,Sullivan,PDI_91,Pediatric Quality Acute Composite,17.62,55.07,17.77,-37.45
2014,Tioga,PDI_91,Pediatric Quality Acute Composite,65.63,44.67,81.56,20.96
2014,Tompkins,PDI_91,Pediatric Quality Acute Composite,17.86,54.34,18.25,-36.48
2014,Ulster,PDI_91,Pediatric Quality Acute Composite,54.37,53.53,56.39,0.84
2014,Warren,PDI_91,Pediatric Quality Acute Composite,0,46.6,0,-46.6
2014,Washington,PDI_91,Pediatric Quality Acute Composite,57.16,45.24,70.14,11.92
2014,Wayne,PDI_91,Pediatric Quality Acute Composite,63.27,49.35,71.18,13.92
2014,Westchester,PDI_91,Pediatric Quality Acute Composite,47.72,55.56,47.69,-7.84
2014,Wyoming,PDI_91,Pediatric Quality Acute Composite,0,44.29,0,-44.29
2014,Yates,PDI_91,Pediatric Quality Acute Composite,25.01,44.25,31.38,-19.24
2014,Statewide,PDI_92,Pediatric Quality Chronic Composite,180.98,180.98,180.98,0
2014,Albany,PDI_92,Pediatric Quality Chronic Composite,81.38,169.01,87.14,-87.63
2014,Allegany,PDI_92,Pediatric Quality Chronic Composite,73.14,84.69,156.3,-11.55
2014,Bronx,PDI_92,Pediatric Quality Chronic Composite,585.93,271.76,390.21,314.17
2014,Broome,PDI_92,Pediatric Quality Chronic Composite,76.45,132.43,104.48,-55.98
2014,Cattaraugus,PDI_92,Pediatric Quality Chronic Composite,16.59,117.45,25.56,-100.86
2014,Cayuga,PDI_92,Pediatric Quality Chronic Composite,35.45,108.78,58.99,-73.32
2014,Chautauqua,PDI_92,Pediatric Quality Chronic Composite,62.6,118.92,95.27,-56.32
2014,Chemung,PDI_92,Pediatric Quality Chronic Composite,53.26,133.16,72.38,-79.9
2014,Chenango,PDI_92,Pediatric Quality Chronic Composite,40.56,94.41,77.76,-53.85
2014,Clinton,PDI_92,Pediatric Quality Chronic Composite,38.64,91.77,76.2,-53.13
2014,Columbia,PDI_92,Pediatric Quality Chronic Composite,24.18,124.14,35.25,-99.96
2014,Cortland,PDI_92,Pediatric Quality Chronic Composite,29.19,100.52,52.56,-71.33
2014,Delaware,PDI_92,Pediatric Quality Chronic Composite,16.63,97.62,30.83,-80.99
2014,Dutchess,PDI_92,Pediatric Quality Chronic Composite,163.14,149.97,196.88,13.18
2014,Erie,PDI_92,Pediatric Quality Chronic Composite,188.12,163.81,207.84,24.31
2014,Essex,PDI_92,Pediatric Quality Chronic Composite,0,84.38,0,-84.38
2014,Franklin,PDI_92,Pediatric Quality Chronic Composite,28.49,139.33,37.01,-110.84
2014,Fulton,PDI_92,Pediatric Quality Chronic Composite,214.08,94.93,408.13,119.15
2014,Genesee,PDI_92,Pediatric Quality Chronic Composite,34.27,113.92,54.44,-79.65
2014,Greene,PDI_92,Pediatric Quality Chronic Composite,63.35,118.14,97.05,-54.79
2014,Hamilton,PDI_92,Pediatric Quality Chronic Composite,0,86.91,0,-86.91
2014,Herkimer,PDI_92,Pediatric Quality Chronic Composite,52.68,92.23,103.36,-39.56
2014,Jefferson,PDI_92,Pediatric Quality Chronic Composite,50.92,141.94,64.93,-91.01
2014,Kings,PDI_92,Pediatric Quality Chronic Composite,252.47,237.4,192.47,15.07
2014,Lewis,PDI_92,Pediatric Quality Chronic Composite,45.83,90.55,91.6,-44.72
2014,Livingston,PDI_92,Pediatric Quality Chronic Composite,46.52,95.24,88.41,-48.72
2014,Madison,PDI_92,Pediatric Quality Chronic Composite,97.17,94.89,185.33,2.28
2014,Monroe,PDI_92,Pediatric Quality Chronic Composite,107.2,184.61,105.09,-77.41
2014,Montgomery,PDI_92,Pediatric Quality Chronic Composite,92.25,120.87,138.13,-28.62
2014,Nassau,PDI_92,Pediatric Quality Chronic Composite,132.94,153.87,156.36,-20.94
2014,New York,PDI_92,Pediatric Quality Chronic Composite,246.87,207.37,215.46,39.51
2014,Niagara,PDI_92,Pediatric Quality Chronic Composite,85.92,139.41,111.54,-53.49
2014,Oneida,PDI_92,Pediatric Quality Chronic Composite,68.62,131.33,94.57,-62.71
2014,Onondaga,PDI_92,Pediatric Quality Chronic Composite,92.81,166.19,101.07,-73.38
2014,Ontario,PDI_92,Pediatric Quality Chronic Composite,18.57,107.79,31.18,-89.22
2014,Orange,PDI_92,Pediatric Quality Chronic Composite,73.61,160.74,82.88,-87.13
2014,Orleans,PDI_92,Pediatric Quality Chronic Composite,112.83,115.96,176.09,-3.13
2014,Oswego,PDI_92,Pediatric Quality Chronic Composite,33.07,91.67,65.29,-58.6
2014,Otsego,PDI_92,Pediatric Quality Chronic Composite,79.38,98.96,145.17,-19.58
2014,Putnam,PDI_92,Pediatric Quality Chronic Composite,90.82,111.39,147.55,-20.58
2014,Queens,PDI_92,Pediatric Quality Chronic Composite,173.27,216.31,144.97,-43.04
